,mediapipe,meeshape
0,21.53921127319336,16.25967025756836
1,11.646032333374023,17.559289932250977
2,14.073848724365234,15.820980072021484
3,14.773130416870117,17.060518264770508
4,10.246753692626953,15.858173370361328
5,8.876800537109375,16.09492301940918
6,10.341882705688477,16.343355178833008
7,11.121034622192383,16.287803649902344
8,10.81538200378418,15.830278396606445
9,8.778810501098633,15.543699264526367
10,9.594202041625977,16.89600944519043
11,8.950948715209961,15.102863311767578
12,10.311603546142578,15.860795974731445
13,9.952068328857422,15.976190567016602
14,8.953094482421875,16.01886749267578
15,11.035919189453125,15.887737274169922
16,10.382890701293945,16.142606735229492
17,8.791923522949219,15.851736068725586
18,9.83119010925293,15.952825546264648
19,12.439250946044922,15.130758285522461
20,8.651018142700195,15.100479125976562
21,9.510517120361328,14.984130859375
22,8.563756942749023,15.106916427612305
23,8.624792098999023,15.017271041870117
24,9.487152099609375,14.572858810424805
25,8.56637954711914,15.053033828735352
26,8.349180221557617,14.170408248901367
27,8.720636367797852,14.881610870361328
28,9.228706359863281,14.201164245605469
29,8.440494537353516,14.597415924072266
30,9.293317794799805,14.254570007324219
31,10.266304016113281,14.131307601928711
32,9.765386581420898,14.150381088256836
33,9.635210037231445,14.44244384765625
34,8.682966232299805,14.843940734863281
35,8.738517761230469,15.212297439575195
36,8.714675903320312,15.127897262573242
37,9.100914001464844,14.300346374511719
38,8.870363235473633,14.07003402709961
39,8.826971054077148,14.335870742797852
40,9.938716888427734,14.465093612670898
41,8.569717407226562,14.78433609008789
42,9.235382080078125,14.369487762451172
43,9.399890899658203,14.973878860473633
44,11.654376983642578,14.581918716430664
45,8.637666702270508,14.600753784179688
46,9.002685546875,14.281511306762695
47,8.741378784179688,14.398336410522461
48,9.050846099853516,13.998270034790039
49,8.85319709777832,14.131784439086914
50,8.503198623657227,14.836549758911133
51,9.079217910766602,14.238357543945312
52,8.578777313232422,14.474868774414062
53,9.15670394897461,14.158487319946289
54,8.394002914428711,14.201164245605469
55,8.992195129394531,14.729022979736328
56,9.615898132324219,14.593124389648438
57,13.296127319335938,14.542818069458008
58,8.625030517578125,14.051198959350586
59,8.4075927734375,14.472484588623047
60,9.504079818725586,14.94145393371582
61,8.579015731811523,14.275789260864258
62,9.113311767578125,15.033960342407227
63,8.763313293457031,15.289783477783203
64,9.248733520507812,14.311790466308594
65,9.481191635131836,14.209985733032227
66,9.040594100952148,14.062643051147461
67,9.397268295288086,14.993429183959961
68,9.093046188354492,15.480279922485352
69,13.049125671386719,14.041662216186523
70,8.60452651977539,14.163017272949219
71,9.486913681030273,14.013290405273438
72,8.767366409301758,15.505313873291016
73,8.655309677124023,14.632463455200195
74,8.85772705078125,15.123844146728516
75,8.987903594970703,14.214038848876953
76,8.407831192016602,14.278888702392578
77,9.221553802490234,14.375448226928711
78,8.897781372070312,14.834880828857422
79,10.150432586669922,14.322042465209961
80,9.24825668334961,14.596939086914062
81,12.50600814819336,15.01607894897461
82,9.23013687133789,15.486001968383789
83,8.574247360229492,14.353036880493164
84,8.810758590698242,13.937234878540039
85,8.519887924194336,14.737844467163086
86,9.096860885620117,14.226913452148438
87,9.936809539794922,14.084577560424805
88,8.946418762207031,14.284372329711914
89,8.90207290649414,14.226675033569336
90,8.539676666259766,14.796972274780273
91,9.19485092163086,14.396429061889648
92,8.874893188476562,13.989925384521484
93,12.522697448730469,14.242172241210938
94,8.656501770019531,14.559507369995117
95,8.934497833251953,14.521360397338867
96,8.642911911010742,13.962745666503906
97,8.440732955932617,14.696121215820312
98,8.90493392944336,14.30201530456543
99,8.502960205078125,14.593362808227539
100,9.240388870239258,14.719247817993164
101,8.644580841064453,15.113353729248047
102,9.310483932495117,14.095067977905273
103,10.075092315673828,14.219522476196289
104,8.636236190795898,14.225006103515625
105,13.20505142211914,16.719341278076172
106,8.750438690185547,14.22882080078125
107,8.588314056396484,14.022111892700195
108,9.398460388183594,15.221595764160156
109,9.380102157592773,14.454841613769531
110,8.626222610473633,14.981746673583984
111,8.975028991699219,14.316082000732422
112,8.469820022583008,14.168739318847656
113,8.840799331665039,14.551639556884766
114,8.976936340332031,14.205455780029297
115,10.221719741821289,15.239238739013672
116,8.723258972167969,15.281200408935547
117,12.513875961303711,14.108896255493164
118,8.575916290283203,14.334440231323242
119,8.739471435546875,14.329910278320312
120,9.338617324829102,14.415502548217773
121,8.683919906616211,14.610052108764648
122,8.64267349243164,14.048337936401367
123,9.876251220703125,14.197826385498047
124,8.975744247436523,14.248132705688477
125,9.20867919921875,14.431238174438477
126,8.714914321899414,14.823198318481445
127,9.914875030517578,14.44244384765625
128,8.96143913269043,14.622926712036133
129,12.58707046508789,14.21499252319336
130,9.296417236328125,14.414548873901367
131,9.601354598999023,14.093160629272461
132,8.912324905395508,14.657974243164062
133,8.50820541381836,15.585184097290039
134,8.966684341430664,14.443635940551758
135,10.035514831542969,14.752626419067383
136,8.880376815795898,14.467239379882812
137,8.693933486938477,14.64223861694336
138,9.188652038574219,14.274835586547852
139,10.88261604309082,16.10088348388672
140,9.967327117919922,14.513731002807617
141,12.224197387695312,14.948606491088867
142,8.808612823486328,14.965534210205078
143,9.091854095458984,13.994455337524414
144,8.389949798583984,14.478921890258789
145,9.076118469238281,14.550447463989258
146,8.529424667358398,14.555931091308594
147,8.922815322875977,14.699935913085938
148,8.891105651855469,14.04571533203125
149,9.502887725830078,14.91999626159668
150,9.387731552124023,14.236211776733398
151,8.530616760253906,14.842987060546875
152,9.063005447387695,14.228105545043945
153,12.920141220092773,14.071226119995117
154,9.233474731445312,14.777421951293945
155,11.555671691894531,22.45020866394043
156,8.932113647460938,13.986587524414062
157,8.789777755737305,14.70637321472168
158,8.872747421264648,14.699697494506836
159,8.527278900146484,14.865636825561523
160,9.206056594848633,14.866828918457031
161,8.488655090332031,14.55831527709961
162,9.810686111450195,14.229774475097656
163,8.716821670532227,15.041112899780273
164,8.633852005004883,15.05732536315918
165,12.012004852294922,14.362812042236328
166,8.784055709838867,14.253616333007812
167,9.066104888916016,14.049768447875977
168,8.431673049926758,14.6636962890625
169,8.910417556762695,14.0228271484375
170,8.421897888183594,15.590190887451172
171,11.43026351928711,19.7598934173584
172,9.867191314697266,14.153242111206055
173,8.779287338256836,15.341520309448242
174,8.831024169921875,14.745235443115234
175,9.478330612182617,15.13671875
176,9.187698364257812,14.120817184448242
177,12.338876724243164,14.000892639160156
178,8.80885124206543,14.842987060546875
179,8.68535041809082,14.547348022460938
180,8.556842803955078,14.100074768066406
181,8.514881134033203,14.058589935302734
182,10.383367538452148,14.467239379882812
183,8.766889572143555,14.172792434692383
184,8.274316787719727,14.478445053100586
185,8.816242218017578,14.742612838745117
186,9.948253631591797,14.151573181152344
187,8.658647537231445,14.328479766845703
188,8.659124374389648,14.243364334106445
189,12.78996467590332,14.659643173217773
190,9.075164794921875,14.054059982299805
191,8.681297302246094,14.368057250976562
192,9.11259651184082,13.685464859008789
193,8.411884307861328,14.338970184326172
194,10.813474655151367,14.174222946166992
195,9.026050567626953,14.52326774597168
196,8.63194465637207,14.658927917480469
197,9.400367736816406,14.172792434692383
198,8.784055709838867,14.613151550292969
199,8.96906852722168,14.114618301391602
200,9.08041000366211,14.832735061645508
201,12.403488159179688,14.566659927368164
202,10.142803192138672,14.069795608520508
203,9.34457778930664,14.576196670532227
204,8.42595100402832,14.434576034545898
205,8.539199829101562,15.60664176940918
206,10.948896408081055,14.698028564453125
207,9.760379791259766,14.702081680297852
208,8.738279342651367,14.51563835144043
209,9.064197540283203,14.291524887084961
210,8.984804153442383,14.91546630859375
211,8.670806884765625,14.393091201782227
212,9.097814559936523,14.216184616088867
213,12.628793716430664,14.071464538574219
214,9.505271911621094,13.960838317871094
215,8.85629653930664,14.985799789428711
216,9.315252304077148,14.120817184448242
217,8.940696716308594,14.033317565917969
218,8.631706237792969,15.32435417175293
219,10.227680206298828,14.181375503540039
220,8.684158325195312,14.84990119934082
221,8.943796157836914,14.116525650024414
222,8.469104766845703,14.88804817199707
223,9.17196273803711,14.127016067504883
224,8.542299270629883,14.69111442565918
225,12.283563613891602,13.970613479614258
226,8.905649185180664,14.016866683959961
227,8.57090950012207,14.34469223022461
228,8.563041687011719,14.11581039428711
229,8.418798446655273,14.65749740600586
230,9.235382080078125,14.180660247802734
231,9.238004684448242,14.170169830322266
232,8.694171905517578,14.406442642211914
233,9.055614471435547,14.319658279418945
234,8.550882339477539,14.92929458618164
235,9.181737899780273,14.393091201782227
236,9.406328201293945,14.03498649597168
237,12.887716293334961,14.19830322265625
238,9.034156799316406,14.407873153686523
239,8.832931518554688,14.112234115600586
240,8.784055709838867,14.039993286132812
