,MOUTH_AREA,EYEBROW_EYE_DISTANCE,EYEBROW_HORIZONTAL_DISTANCE,EYEBROW_INTERCEPT_DISTANCE,EYE_DROOP,LIPCENTER_OFFSET,NASOLABIAL_FOLD_SIGMA,video_id,movement
0,0.5082567639837275,0.8810306813163126,0.977022977022976,0.8475164063065956,0.8256410256410256,0.8304547985373997,0.7653854489326477,0.0,1.0
1,0.9957353429541363,0.9860931007767124,0.8866128101557992,0.8572504754757566,0.9202453987730048,0.7556308079883141,0.7035990357398987,0.0,1.0
2,0.6245131072717618,0.8289706604881724,0.9460359760159892,0.8045695484592763,0.8526315789473669,0.7900240066190917,0.7435947060585022,0.0,1.0
3,0.809958032175316,0.819463357412093,0.9721041734771718,0.7597644663701564,0.9230769230769226,0.6106730837378541,0.687348484992981,0.0,1.0
4,0.7808456042839704,0.7833939821402958,0.99693032944143,0.7154662533270214,0.9201877934272288,0.4961782879177758,0.8560025691986084,0.0,1.0
5,0.8055148685040939,0.7572017000636921,0.9991313412091728,0.7062856042708996,0.8622448979591864,0.5890150893739515,0.9300975799560548,0.0,1.0
6,0.950835894982264,0.7809959994335584,0.983037015447392,0.7330880466587791,0.7725118483412322,0.5426013671700637,0.8523910045623779,0.0,1.0
7,0.902527051796624,0.7554435380095271,0.975248643761303,0.7020373055790254,0.8399999999999996,0.5439837932759934,0.8330243229866028,0.0,1.0
8,0.9451398991486896,0.7460297281398848,0.9632607481853712,0.7012412175445956,0.8282828282828284,0.5683664135463196,0.7627012729644775,0.0,1.0
9,0.9362608270266104,0.7706732496113708,0.9711174785100296,0.7282429140897164,0.9166666666666649,0.5076730825668095,0.8895627856254578,0.0,1.0
10,0.8277116082915845,0.774701365689788,0.9740224227508888,0.6985583551586364,0.784403669724769,0.525878952389589,0.7718550562858582,0.0,1.0
11,0.985842317916422,0.7439260781195555,0.9311594202898558,0.7077360332349684,0.8391959798994987,0.447213595499958,0.8924124836921692,0.0,1.0
12,0.9932533538737274,0.7566361729140471,0.9389739577512016,0.71211830538893,0.7523364485981302,0.5224229744107162,0.8067542910575867,0.0,1.0
13,0.6653008701889008,0.7948117935500214,0.9961400606561897,0.7155895304351352,0.7625570776255699,0.5352928745448248,0.7573961019515991,0.0,1.0
14,0.7937241939430623,0.7545523458425981,0.9644210645398484,0.7040323316531987,0.932642487046634,0.5336883780103188,0.9171770215034484,0.0,1.0
15,0.8299188629238714,0.8007780512505454,0.992972350230415,0.7470620028179704,0.7806122448979591,0.663949096216618,0.8768810033798218,0.0,1.0
16,0.7709790209790202,0.8035971034333019,0.9647058823529406,0.7240146203267515,0.8823529411764706,0.4636918610325499,0.8456688523292542,0.0,1.0
17,0.9301402110179604,0.7829040697504039,0.9736727825426128,0.7021808387973285,0.8719211822660102,0.4910707102626628,0.9605841040611268,0.0,1.0
18,0.7395577395577403,0.7616815566945584,0.977011494252874,0.7028464800440285,0.8768472906403958,0.4737262047381961,0.8294077515602112,0.0,1.0
19,0.661164153437768,0.7708962613423634,0.9971697045171526,0.7216081633936093,0.9191919191919192,0.5509394735670186,0.9508256316184998,0.0,1.0
20,0.6122925000159597,0.7883553397552784,0.9961465400271382,0.7189774134601628,0.821596244131455,0.5114083119567588,0.8758739233016968,0.0,1.0
21,0.8067274643983521,0.774928088673881,0.9894028595458364,0.7181312872142565,0.8208955223880615,0.4723101979387308,0.9570363759994508,0.0,1.0
22,0.565773177557849,0.8059997904698636,0.992632910000549,0.7242005448352788,0.8826291079812197,0.4871575876582256,0.9228075742721558,0.0,1.0
23,0.699526654276473,0.7919942156680756,0.9629297616536604,0.7514736976926211,0.9090909090909084,0.565685424949238,0.9014131426811218,0.0,1.0
24,0.8979142201636108,0.7902439036785852,0.970212305025996,0.7304883378561033,0.922680412371134,0.5065607304015045,0.8437010049819946,0.0,1.0
25,0.7670352867108873,0.7974818725905193,0.9525346597523542,0.7549029351118894,0.950276243093924,0.565685424949238,0.8317230343818665,0.0,1.0
26,0.7074912858149467,0.7895217382326427,0.9963863337713534,0.7193975714375503,0.8840579710144941,0.5246847793171238,0.8948805928230286,0.0,1.0
27,0.8931182877119028,0.7976067932613573,0.9771453930215792,0.7405533909939114,0.8592964824120611,0.5035371840692255,0.878336489200592,0.0,1.0
28,0.734047681717621,0.7896185457038187,0.9705632306057372,0.7237190333036918,0.962162162162161,0.5485298130021853,0.964527428150177,0.0,1.0
29,0.6964309637099999,0.7766923159937071,0.9688676594549024,0.7318481869465461,0.8956043956043953,0.5542711383838788,0.9303070902824402,0.0,1.0
30,0.7458463667410505,0.7571493765630517,0.9615530405588344,0.7052191207868781,0.9043062200956958,0.5741480799402842,0.984547793865204,0.0,1.0
31,0.6801346801346833,0.7666618437717557,0.976744186046512,0.7069939101882113,0.9035532994923838,0.5632573863241662,0.9822296500205994,0.0,1.0
32,0.766599132217867,0.7513815078452938,0.9434945448623996,0.7037043842122728,0.8815165876777247,0.525878952389589,0.9194415807724,0.0,1.0
33,0.7517511222004986,0.757546613668228,0.9574646002898868,0.7086418944121916,0.887254901960786,0.5497556159990684,0.8499051928520203,0.0,1.0
34,0.693517604450216,0.7965304872675526,0.9600190134150208,0.735855972116331,0.9736842105263182,0.5114083119567588,0.867364227771759,0.0,1.0
35,0.6474166368854463,0.7848212360623187,0.9805470793374016,0.7345593839793974,0.98984771573604,0.5246847793171238,0.8836677670478821,0.0,1.0
36,0.5938697318007669,0.7978337018245736,0.9775280898876402,0.7180700379780286,0.8888888888888903,0.5327689881738851,0.790893018245697,0.0,1.0
37,0.6096774193548381,0.7947734044300734,0.9659090909090912,0.706783166861535,0.8613861386138625,0.5352928745448248,0.8321476578712463,0.0,1.0
38,0.7829689858079186,0.7964774569798379,0.9813089265038332,0.7262567676272985,0.8366336633663364,0.5423261445466404,0.8042765855789185,0.0,1.0
39,0.8258471410725443,0.7987865768000626,0.9527948943661976,0.7080350693319803,0.9801980198019812,0.5135091854777085,0.7711082696914673,0.0,1.0
